panelist,W614,W615,W616,W617,W618,W619,W620,W621,W622,W623,W624,W625,W626,W627,W628,W629,W630,W631,W632,W633,W634,W635,W636,W637,W638,W639,W640,W641,W642,W643,W644,W645,W646,W647,W648,W649,W650,W651,W652,W653,W654,W655,W656,W657,W658,W659,W660,W661,W662,W663,W664,W665,W666,W667,W668,W669,W670,W671,W672,W673,W674,W675,W676,W677,W678,W679,W680,W681,W682,W683,W684,W685,W686,W687,W688,W689,W690,W691,W692,W693,W694,W695,W696,W697,W698,W699,W700,W701,W702,W703,W704,W705,W706,W707,W708,W709,W710,W711,W712,W713,W714,W715,W716,W717
14162800,0,2,1,1,0,1,1,1,1,1,2,0,3,4,1,2,1,2,2,1,0,1,3,2,0,1,2,0,0,1,0,1,2,1,1,1,0,1,1,1,1,1,2,1,0,1,1,2,1,1,1,1,1,1,2,1,3,0,1,2,1,0,1,2,2,2,1,2,0,3,2,2,1,2,0,3,2,1,2,1,1,2,1,1,2,1,1,1,1,2,0,1,1,1,1,2,1,2,2,2,2,0,0,2
14162826,0,2,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,0,1,2,2,0,1,1,1,1,2,1,1,2,1,1,2,3,2,0,2,1,1,3,2,2,4,1,1,2,2,2,1,2,2,1,0,0,1,1,1,0,0,1,0,2,0,0,1,0,3,1,0,1,0,0,1,1,0,1
14162883,0,1,1,1,0,1,0,2,0,0,1,0,0,1,0,1,1,1,1,3,2,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,2,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,2,0,1,1,0,0,0,0,3,1,1,2,1,2,1,1,0,0,2,0,2,1,0,2,0,0,0,1,0,1,0,1,0,1,0,1,0,2,1,0,2,0,1,0,1,0,1,0
14162966,0,0,1,1,1,2,1,1,1,0,1,0,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,2,0,2,1,2,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,0,1,0,1
14163576,0,0,0,0,0,5,11,5,9,10,6,7,3,0,1,5,1,4,4,4,1,0,0,0,1,1,0,0,3,0,1,3,2,3,3,4,2,3,2,3,3,2,2,2,1,3,1,0,1,2,2,1,4,1,1,1,3,1,2,1,1,2,2,1,2,1,1,2,1,1,1,1,1,0,2,2,1,2,1,2,2,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,0,1,1,1
14163634,0,0,0,0,0,3,1,8,1,4,2,3,1,0,1,4,0,1,1,1,4,5,17,6,7,0,1,0,1,3,2,1,0,2,2,0,3,1,0,6,1,3,2,0,1,0,4,1,2,1,1,2,2,2,4,4,1,0,3,1,2,5,2,1,1,0,0,2,2,4,0,2,0,6,4,0,2,0,1,3,0,1,4,0,3,0,2,0,2,2,5,2,1,6,1,5,0,5,1,1,1,1,0,0
14163667,0,0,0,0,0,1,1,1,1,1,1,0,2,0,1,1,1,1,0,2,1,0,1,1,0,2,0,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1
14400192,0,0,0,0,0,1,1,1,2,4,1,1,2,3,2,1,2,1,1,1,1,0,2,1,0,1,1,0,2,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,3,0,2,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,2,0,1,0,2,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,2,1,0,1,0,1,1,1,1,1,1
14400200,1,1,2,2,0,0,2,2,1,1,2,0,1,2,0,2,2,1,1,1,1,2,3,1,1,1,3,1,2,1,2,1,1,2,1,1,1,0,0,1,0,1,0,1,0,2,2,1,2,1,2,1,1,1,1,0,2,0,3,1,2,3,2,1,0,2,0,2,0,1,1,1,1,1,2,1,1,3,2,1,1,2,1,0,1,2,1,0,2,1,0,2,0,1,0,0,4,1,3,0,1,1,0,2
14400259,1,2,2,3,0,2,3,2,2,3,2,1,1,3,1,2,3,0,1,0,2,3,4,1,0,2,1,2,1,1,1,2,1,1,2,0,4,2,1,0,1,1,2,2,1,3,1,2,1,1,2,1,3,4,2,1,2,4,2,0,0,3,2,2,1,0,3,0,4,2,1,0,0,1,4,1,0,1,3,0,0,0,0,1,0,1,0,1,1,5,2,2,1,0,0,2,1,2,1,1,2,2,1,0
14400614,0,1,0,3,2,1,1,3,0,0,1,1,0,0,0,0,1,0,0,1,2,1,2,1,1,0,1,0,1,0,2,1,1,0,2,1,2,1,0,0,0,2,2,1,1,1,1,1,1,2,1,1,3,1,1,2,1,2,2,1,0,2,1,0,0,1,2,1,1,1,1,2,1,1,3,1,1,2,1,0,1,1,0,1,2,1,0,2,1,1,1,0,1,1,1,0,2,1,0,1,2,3,5,1
14400655,1,1,1,0,1,0,0,1,0,0,2,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,2,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,2,0,1,1,1,1,1,2,0,1,1,1,1,2,3,0,0,1,1,1,1,2,1,0,2,1,0,0,1,2,1,1,1,0,2,1,1,0,1
14401307,3,4,4,2,2,3,3,3,4,3,1,1,3,3,3,3,2,2,2,5,4,1,2,3,2,2,3,3,3,1,3,3,4,2,3,1,2,3,2,0,4,3,2,3,3,2,4,1,2,3,3,4,3,2,3,2,3,4,2,4,1,4,3,4,3,3,3,4,5,2,3,2,3,4,2,3,4,2,4,2,2,2,1,3,0,2,3,4,1,3,3,4,1,4,2,3,3,3,3,3,2,3,3,5
14401547,3,3,2,3,4,3,6,5,4,2,2,2,4,2,2,2,4,2,2,1,3,3,2,2,2,2,2,2,1,1,3,1,2,3,1,3,3,4,2,2,2,3,2,3,2,0,3,2,2,3,1,3,2,2,2,2,3,2,3,3,2,2,3,2,1,3,4,3,2,2,2,2,2,2,2,2,2,0,2,1,1,0,0,1,1,4,2,2,0,3,3,2,4,2,2,3,2,2,3,3,2,2,1,1
14401604,1,6,5,5,3,6,4,5,2,5,9,5,2,8,5,4,4,3,3,3,3,3,4,4,2,2,3,5,5,2,9,3,5,2,3,5,3,6,2,4,4,5,3,4,2,5,2,6,4,5,6,4,8,5,6,3,7,3,5,8,6,6,3,8,5,5,6,7,8,9,3,4,6,3,4,7,7,2,4,2,1,3,0,3,0,7,5,6,6,6,4,7,5,3,3,4,8,5,7,5,7,8,6,7
14401760,0,0,2,2,0,1,0,1,3,0,0,0,2,2,3,2,2,1,4,1,3,0,3,0,0,1,1,1,1,0,1,4,1,3,2,2,3,2,4,2,2,4,2,4,3,1,5,1,3,4,2,3,4,4,2,3,5,3,2,3,4,2,0,0,2,2,7,2,8,4,2,3,4,2,3,2,3,0,2,0,0,0,0,1,2,4,4,3,2,2,2,3,2,4,0,2,2,5,2,2,2,4,2,2
14402560,1,0,0,1,1,1,0,0,2,3,0,4,4,1,0,2,2,1,0,1,3,1,1,1,0,0,1,1,0,2,2,2,1,1,0,2,1,5,2,1,2,1,0,4,2,0,1,2,1,1,3,0,1,2,1,0,0,0,1,2,2,2,2,2,1,1,1,1,0,2,3,1,4,2,2,0,1,0,1,1,0,2,0,1,2,1,2,1,3,0,0,2,3,3,1,3,1,1,2,2,0,2,0,1
14403030,0,2,1,0,0,0,0,0,2,0,1,0,0,3,1,1,3,0,0,0,1,1,2,0,0,3,1,1,0,1,2,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,2,1,0,0,0,1,1,1,3,0,0,2,0,0,0,0,1,0,1,0,1,0,2,1,1,0,1,1,1,0,1,2,3,1,2,2,0,0,0,2,0,1,1,1,1,0,1,1,0,1,2,1,3,1,0,1,0,1
14403139,2,2,0,2,1,2,1,1,0,0,2,1,1,0,2,0,0,0,0,0,0,1,1,0,0,2,1,1,1,1,0,0,0,0,3,0,1,1,0,1,1,1,1,0,0,2,1,0,1,0,2,0,0,3,0,1,1,1,2,1,1,0,1,1,3,0,1,0,5,1,0,2,1,2,0,2,1,1,0,0,0,0,0,1,0,1,2,3,0,2,1,1,2,1,1,2,1,3,1,1,2,1,1,2
14403154,4,2,2,2,1,2,2,2,4,3,1,3,2,2,1,4,0,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,3,1,0,1,3,1,2,2,2,1,2,2,2,1,1,2,2,2,1,1,1,1,1,0,0,3,4,3,2,2,1,4,1,1,1,3,1,3,1,3,1,2,1,1,2,0,1,1,1,1,1,1,1,0,0,2,1,1,1,2,3,2,3,2,2,2,2,1,3
14403279,2,1,1,1,2,1,2,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,2,1,2,1,1,1,1,2,1,1,0,0,0,0,0,1,2,1,2,2,3,1,2,2,2,3,0,0,1,2,0,1,2,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,0,1,0,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,0,1,1,1,0,2,2,2,2,1,0,1,1,1
14403345,2,2,2,2,1,2,3,0,4,2,1,1,0,1,1,2,4,1,3,2,6,1,2,1,1,2,2,2,1,1,4,3,1,2,2,2,4,3,3,1,3,2,6,3,1,2,1,1,1,3,5,1,3,4,1,2,2,2,1,1,1,3,0,1,3,1,0,1,1,1,2,1,2,0,0,1,3,2,1,2,2,2,0,3,2,2,2,3,4,4,2,3,4,3,4,3,2,3,3,1,2,2,1,3
14403436,2,2,2,3,1,2,2,2,2,2,2,2,1,0,4,1,2,1,3,1,3,3,2,1,3,2,3,2,3,1,1,1,3,4,0,3,3,1,4,1,2,2,3,3,2,2,2,1,3,2,2,4,3,2,4,3,3,3,0,3,3,4,2,1,3,4,2,2,1,4,1,3,3,2,3,3,2,2,3,1,1,1,1,2,1,3,3,1,3,4,4,3,2,2,2,2,3,2,2,1,5,3,2,3
14403790,3,1,0,2,2,1,1,1,1,3,2,2,2,3,1,2,0,2,0,0,0,0,0,3,2,3,3,2,2,2,4,2,0,3,2,3,0,1,0,0,1,1,0,1,2,1,1,0,1,2,4,2,3,4,1,2,2,2,1,1,2,1,2,2,1,1,3,2,2,3,3,2,1,1,0,1,2,2,2,2,0,0,3,2,1,2,1,2,2,1,2,2,1,3,2,0,1,1,1,3,1,1,3,2
14404400,1,0,1,0,1,0,1,3,0,0,1,2,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,2,0,1,1,1,0,2,2,1,1,1,0,3,0,1,1,1,0,1,1,1,2,1,0,1,0,0,1,1,1,1,1,1,1,0,3,1,0,0,0,1,0,2,0,0,0,0,0,1,1,0,1,1,1,2,1,1,1,1,1,1,2,1,0,1,1,1,0,2,1,0,1,1,1,0,1
14404582,0,2,1,1,3,0,3,2,3,1,1,0,2,2,2,0,2,0,2,0,3,1,1,2,1,3,0,3,0,0,2,1,0,2,0,2,0,0,0,0,1,2,2,1,2,4,1,2,3,0,2,2,3,3,1,0,0,0,1,0,3,1,1,2,2,2,1,2,3,1,1,2,2,1,1,2,1,0,2,0,1,0,2,2,0,2,1,2,3,2,2,0,1,0,0,0,3,1,2,3,2,0,4,1
14404871,2,3,2,2,2,2,1,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,0,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,2,2,5,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,0,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2
14405043,3,2,0,3,3,3,3,1,2,2,5,3,2,2,3,2,1,2,3,1,1,1,2,3,2,2,2,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,2,2,3,2,1,1,2,2,1,2,3,2,2,2,2,2,2,1,3,2,1,3,3,2,2,2,2,1,2,3,2,2,2,1,1,3,1,1,2,3,1,2,2,1,2,3,2,0,2,1,2,1,2,1,3,2,3,1,0,0,1
14406256,1,2,2,4,1,2,1,2,2,2,0,2,2,2,2,2,2,0,0,1,3,2,3,2,1,4,1,3,2,2,2,2,2,4,2,5,3,2,2,1,2,2,5,2,1,2,2,1,2,4,4,2,5,3,2,0,1,1,4,2,2,2,4,0,3,1,1,3,2,2,2,2,2,2,5,1,3,1,1,0,0,1,0,0,0,1,1,4,4,2,3,2,3,1,2,1,2,1,1,1,2,2,0,0
14406835,1,3,0,1,2,2,1,5,1,1,0,0,0,0,1,2,0,2,2,2,1,2,1,3,1,3,2,2,3,2,2,2,1,0,1,2,1,5,3,3,2,2,3,3,3,0,1,2,2,2,2,0,1,2,1,0,1,2,1,1,1,3,1,0,0,0,0,1,3,2,1,2,2,1,2,2,1,1,2,1,1,2,2,0,0,2,0,1,1,1,2,2,4,2,2,1,3,1,1,2,3,1,2,2
14406975,2,2,0,1,1,1,2,0,0,0,4,2,0,0,3,1,0,0,1,1,1,1,2,2,0,2,2,0,0,2,1,3,1,0,1,1,1,1,1,2,2,1,4,2,0,1,2,0,4,3,2,2,1,1,2,1,0,1,2,0,1,1,3,2,1,2,1,3,1,1,0,1,2,1,2,3,1,0,2,2,2,2,2,1,2,3,0,1,1,2,0,1,2,0,3,1,3,4,1,2,0,1,1,1
14407346,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,2,1,1,1,1,0,2,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,2,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0
14408039,1,3,0,1,1,3,1,5,3,2,0,0,0,4,3,1,1,2,2,0,1,0,1,2,2,0,2,1,2,2,0,2,1,1,2,0,0,1,1,1,0,1,2,1,0,2,0,2,1,1,1,0,2,0,1,4,0,1,0,1,0,2,2,1,2,0,3,1,0,2,1,0,0,2,0,3,2,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,2,2,3,1,3,0,1,0,2,2,0,2
14408187,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
14408518,2,1,5,4,2,3,1,4,2,0,2,2,1,1,2,5,3,0,1,1,4,1,3,3,5,2,4,3,0,1,2,3,1,2,2,5,1,0,1,0,1,2,3,3,1,0,3,2,0,0,0,1,1,1,2,5,3,4,1,1,2,2,1,2,2,0,0,1,2,3,2,2,2,2,2,3,3,3,3,2,0,1,1,0,1,2,3,2,4,0,0,1,2,2,1,2,1,1,2,1,0,2,4,0
14408641,3,2,1,2,2,1,1,2,2,2,2,1,2,2,3,2,3,2,3,0,4,1,3,2,3,1,3,2,4,2,3,1,2,1,3,4,0,2,2,2,2,0,2,0,1,3,1,3,4,2,2,2,2,2,2,4,3,1,0,3,2,3,5,1,1,4,0,5,1,3,1,1,1,1,1,1,0,2,2,5,1,0,0,2,2,3,0,1,4,4,1,3,3,4,3,4,0,1,2,1,0,1,1,0
14409854,6,4,2,0,2,1,2,2,6,3,1,7,3,2,3,3,3,1,6,4,3,3,6,5,2,0,4,7,4,3,3,2,7,4,4,0,5,5,2,1,3,3,2,5,4,7,1,5,2,2,6,3,4,5,4,0,0,3,5,5,2,5,4,4,0,2,1,2,0,0,0,2,3,4,1,5,3,5,1,2,5,4,2,5,3,0,3,6,0,3,5,5,7,3,4,3,5,0,1,4,3,1,4,5
14409888,3,0,0,1,1,0,0,0,0,1,0,2,1,2,1,1,3,0,1,0,2,1,1,1,1,1,2,2,0,2,1,0,1,1,1,0,1,0,1,1,2,0,1,0,1,1,1,2,1,1,0,0,1,1,1,1,1,1,0,1,2,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,2,2,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
14410308,0,3,0,3,0,0,4,5,4,4,4,4,6,3,2,4,0,3,3,2,4,1,2,2,0,2,3,4,5,2,0,3,3,4,1,2,0,0,2,3,1,2,5,0,0,1,1,1,0,0,0,1,2,0,0,1,1,0,1,0,0,1,4,2,3,2,1,4,1,3,3,0,1,3,2,2,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,4,0,0,1,1,0,0,0,0,0,0,1
14410571,2,2,3,1,3,2,2,2,2,3,2,2,2,2,3,2,1,4,2,1,3,3,3,3,2,2,3,1,2,2,2,3,3,2,1,1,2,2,1,1,1,3,1,1,3,2,2,3,3,3,2,3,2,3,2,2,3,4,2,2,3,1,3,2,3,2,1,3,2,2,1,1,2,2,2,2,2,2,1,1,0,0,0,0,0,1,2,2,1,2,2,1,2,3,1,2,2,2,2,2,1,2,1,1
14410647,1,0,0,1,2,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,1,0,0,1,1,1,0,2,0,0,1,1,0,3,1,0,1,2,1,3,0,4,1,0,1,2,0,3,0,0,1,1,1,0,0,1,1,0,1,2,3,2,0,1,1,2,2,0,1,0,0,0,1,0,1,1,0,2,0,0,0,1,0,0,0,1,2,1,0,2,0,1,0,0,0,1,0,1,0,2,1,0,1,1
14410787,1,1,2,2,1,3,0,2,1,5,1,2,4,1,2,3,1,1,0,0,2,2,1,1,4,1,1,1,5,0,2,3,2,2,1,1,0,1,1,2,2,0,2,1,0,2,1,2,1,1,2,0,1,1,3,3,3,0,2,1,1,2,1,3,3,0,0,3,1,0,0,1,1,2,1,3,1,1,3,2,0,0,0,2,2,1,2,2,2,0,1,4,4,0,0,2,2,0,1,1,4,0,2,2
14411041,2,3,2,4,2,2,1,2,2,5,3,1,2,2,2,3,2,2,3,2,1,3,4,2,2,2,2,1,4,2,2,4,2,2,3,2,3,2,2,3,3,3,0,3,5,0,2,0,1,0,4,5,4,5,3,4,4,2,1,1,3,4,1,1,2,1,2,3,3,0,4,3,2,4,2,5,4,1,2,1,1,2,2,1,3,4,1,6,1,2,3,2,1,5,3,3,2,2,3,1,1,2,3,2
14411876,5,4,0,3,1,0,1,1,2,2,3,1,3,3,2,0,1,2,1,4,0,4,2,1,1,2,2,3,3,3,2,2,2,1,3,4,2,1,3,2,2,1,2,5,1,3,1,2,1,2,2,1,0,0,2,0,2,3,3,2,2,2,2,4,2,0,3,1,2,1,2,2,1,2,1,1,2,0,2,2,3,2,2,1,0,2,2,3,1,3,2,2,2,2,2,4,2,1,2,0,3,3,3,3
14411900,2,2,1,0,2,1,0,2,2,2,1,0,2,3,0,2,2,1,2,2,1,1,2,2,2,0,1,1,3,1,0,2,1,3,1,2,2,2,0,0,2,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,2,1,1,0,0,0,1,1,2,1,1,1,0,1,1,2,0,0,3,0,2,0,0,3,3,0,2,1,1,3,3,2,1,3,0,3,0,0,1,0,1,1,3,1,1
14412296,5,2,2,2,2,4,3,3,3,2,1,0,1,2,4,2,6,2,3,1,4,5,3,3,0,0,3,4,2,1,1,2,5,3,3,3,2,4,2,3,3,4,3,4,3,3,3,2,7,4,1,1,4,1,3,1,2,3,3,2,2,4,1,2,4,3,4,5,3,3,2,4,2,3,3,3,3,3,5,0,1,0,1,6,0,2,2,4,1,1,2,2,2,1,4,3,3,5,3,3,6,3,5,2
14412395,2,1,0,1,1,2,1,1,1,0,2,2,0,3,0,0,1,4,2,2,1,0,1,1,1,3,1,3,0,0,2,1,1,1,1,1,0,2,2,3,1,2,0,2,2,2,1,0,2,1,1,0,1,1,1,3,1,1,2,0,1,0,0,2,0,1,1,1,0,1,2,3,1,3,0,2,0,2,1,3,0,0,1,1,1,1,1,3,0,1,1,2,1,1,1,1,2,1,2,1,0,0,2,1
14412601,1,3,1,4,2,3,1,0,3,2,4,2,3,2,5,4,2,5,3,2,5,2,1,4,3,2,3,4,2,5,2,4,3,3,4,3,3,2,3,2,2,2,4,4,2,2,3,6,3,2,1,4,5,2,3,3,3,3,3,2,1,4,1,5,4,2,4,1,2,3,2,4,4,2,3,2,2,4,2,2,0,0,0,0,1,4,3,4,3,3,4,2,2,4,2,5,0,2,3,1,6,3,4,3
14412965,1,3,1,1,2,1,1,1,1,2,1,0,1,1,1,1,1,0,1,0,2,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
14413211,4,2,3,2,1,1,1,0,1,2,1,1,3,1,0,1,1,2,2,1,6,0,0,1,1,0,1,3,0,0,0,2,1,1,1,2,1,2,4,0,2,0,6,3,2,2,3,1,0,1,0,1,0,4,3,1,0,4,1,1,0,1,0,1,0,2,2,2,2,0,2,4,1,1,0,0,0,1,1,0,0,0,0,0,0,1,2,1,3,1,0,0,2,1,2,0,1,1,1,2,3,0,1,0
14414086,0,1,0,2,2,0,1,2,0,0,1,0,2,2,1,2,1,0,4,2,1,0,0,0,1,0,3,0,1,0,0,3,2,4,4,3,2,5,2,2,2,1,2,1,2,3,2,2,0,2,2,0,2,0,5,1,2,2,6,1,1,1,4,0,4,2,1,1,0,2,2,2,3,0,0,0,1,2,2,3,1,3,2,4,5,6,8,7,3,5,5,3,2,3,4,1,1,1,2,0,1,3,1,3
14414292,0,0,0,1,0,1,1,0,0,0,3,1,1,3,1,0,0,0,1,0,1,0,0,0,0,1,1,0,2,1,0,2,0,1,1,0,2,1,0,1,2,1,1,3,1,0,2,2,1,1,0,1,1,0,2,0,3,1,0,1,0,2,0,2,1,1,1,2,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,2,2,0,1,1,1,0,1,0,2,2,0,2,0,2,1,0,0
14414482,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1
14415422,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14415927,1,1,1,0,2,2,2,0,2,0,1,0,3,1,1,2,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,1,2,2,1,0,1,0,1,1,1,3,1,1,2,1,1,2,1,1,1,0,0,1,2,0,3,1,1,2,3,1,0,1,1,3,2,1,1,0,1,2,0,1,1,1,1,1,1,0,2,1,0,1,2,1,0,0,0,0,1,1,1,1,1,2,1,2,2,0,0
14416131,0,0,0,0,1,2,0,1,2,1,0,0,3,6,6,7,4,4,4,2,4,5,3,2,2,3,3,0,3,0,0,0,0,0,0,0,3,1,2,3,2,0,3,3,3,1,0,3,1,1,0,1,3,2,2,0,3,0,0,0,4,2,1,0,2,2,0,0,0,2,0,0,1,2,1,0,0,1,3,1,0,0,0,0,0,1,0,4,1,2,2,3,1,0,2,2,2,0,0,1,2,1,0,1
14416917,2,2,2,1,2,2,2,2,1,2,2,2,0,3,2,0,2,2,1,3,3,3,2,3,0,2,2,2,2,4,1,1,2,1,3,0,3,2,0,3,3,1,0,2,3,1,2,1,2,2,2,1,2,4,3,3,0,3,3,2,1,2,3,2,0,0,0,4,3,1,3,2,4,2,2,2,1,2,2,2,1,2,0,4,1,4,3,1,1,3,4,2,2,2,1,2,4,3,0,2,1,1,2,3
14417014,1,1,1,0,1,1,2,2,0,0,0,1,1,1,2,0,2,1,1,1,1,0,1,1,2,1,1,1,0,1,1,1,1,1,1,1,0,2,1,1,0,0,2,1,1,1,1,1,1,0,2,0,0,1,1,1,1,0,1,1,2,1,1,2,1,0,0,0,2,2,1,2,0,2,1,2,0,0,2,1,1,1,1,1,1,0,0,1,2,1,2,1,2,2,1,2,3,1,1,1,0,2,1,1
14417428,1,1,1,1,1,2,1,1,1,0,0,1,1,2,1,0,1,1,0,0,1,3,1,1,1,0,1,0,1,1,2,0,1,0,0,1,2,1,1,1,0,0,1,1,1,1,1,2,1,1,1,1,1,0,1,3,2,1,0,1,0,0,0,1,1,1,1,1,0,1,2,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,2,1,0,1,1,0,1,0,1,1,1,0,1,1,0
14417667,2,3,3,3,3,3,4,3,3,3,0,0,4,3,2,2,3,3,3,2,2,2,2,2,3,2,3,1,1,4,1,3,2,2,2,4,3,3,2,2,2,2,2,3,3,2,3,3,2,4,2,3,3,2,3,2,1,2,2,3,2,3,0,0,3,3,3,2,3,3,5,2,3,2,3,2,2,3,3,0,0,0,0,0,0,1,1,2,1,2,1,2,2,2,3,2,1,1,2,2,3,2,2,3
14417881,3,4,0,4,3,6,4,3,6,5,3,4,2,6,5,5,3,3,3,4,5,3,3,3,1,6,3,6,2,7,4,6,5,5,1,4,7,3,4,4,4,7,7,2,0,0,0,0,1,3,5,6,6,7,7,7,5,9,6,12,6,7,6,6,7,8,6,8,4,7,5,5,5,5,6,5,4,4,3,7,4,4,5,7,5,7,6,6,7,5,6,5,6,7,7,6,7,5,7,6,7,5,7,6
14418244,0,2,5,4,3,5,2,4,3,5,3,3,4,4,3,3,4,2,4,4,6,2,4,3,3,1,3,4,2,2,4,1,2,1,3,2,2,2,3,1,1,1,0,4,1,5,1,2,4,1,3,2,3,4,1,3,1,4,3,4,2,2,2,2,2,2,3,3,3,5,0,0,3,3,5,3,3,2,3,3,0,1,1,1,2,2,4,2,1,2,3,2,5,2,4,3,3,1,2,2,3,0,2,4
14419010,1,1,1,2,1,0,2,1,1,1,1,3,1,1,2,2,3,2,1,1,0,2,1,0,0,0,1,1,3,2,1,1,0,0,1,2,0,1,2,0,0,2,0,0,2,0,1,2,4,2,1,2,2,2,1,1,2,1,1,1,1,1,3,2,1,1,2,2,0,2,1,2,0,2,3,2,0,0,1,2,0,1,0,1,1,1,2,2,0,0,0,3,2,2,1,4,2,2,2,2,3,2,2,2
14419440,2,1,1,0,1,1,2,2,3,0,0,3,2,3,2,3,2,3,1,3,1,2,2,3,3,2,1,1,1,3,3,2,2,1,2,4,2,3,2,1,3,2,2,4,1,0,0,0,0,0,2,3,4,2,2,3,1,3,2,3,2,2,2,1,0,3,0,2,2,2,2,2,3,1,2,2,3,4,3,1,1,1,1,1,1,2,3,2,3,2,0,0,1,3,3,2,2,2,2,0,4,2,3,3
